model_name,summary,capabilities,primary_version,version_name,size,context,input,usage_command,updated_at
dolphin-phi,"2.7B uncensored Dolphin model by Eric Hartford, based on the Phi language model by Microsoft Research.",,2.7b,dolphin-phi:2.7b-v2.6-q4_0,1.6GB,2K,Text,ollama pull dolphin-phi:2.7b-v2.6-q4_0,2 years ago
dolphin-phi,"2.7B uncensored Dolphin model by Eric Hartford, based on the Phi language model by Microsoft Research.",,2.7b,dolphin-phi:2.7b-v2.6-q4_K_S,1.6GB,2K,Text,ollama pull dolphin-phi:2.7b-v2.6-q4_K_S,2 years ago
dolphin-phi,"2.7B uncensored Dolphin model by Eric Hartford, based on the Phi language model by Microsoft Research.",,2.7b,dolphin-phi:2.7b-v2.6-q4_K_M,1.8GB,2K,Text,ollama pull dolphin-phi:2.7b-v2.6-q4_K_M,2 years ago
dolphin-phi,"2.7B uncensored Dolphin model by Eric Hartford, based on the Phi language model by Microsoft Research.",,2.7b,dolphin-phi:2.7b-v2.6-q5_0,1.9GB,2K,Text,ollama pull dolphin-phi:2.7b-v2.6-q5_0,2 years ago
dolphin-phi,"2.7B uncensored Dolphin model by Eric Hartford, based on the Phi language model by Microsoft Research.",,2.7b,dolphin-phi:2.7b-v2.6-q5_K_S,1.9GB,2K,Text,ollama pull dolphin-phi:2.7b-v2.6-q5_K_S,2 years ago
dolphin-phi,"2.7B uncensored Dolphin model by Eric Hartford, based on the Phi language model by Microsoft Research.",,2.7b,dolphin-phi:2.7b-v2.6-q5_K_M,2.1GB,2K,Text,ollama pull dolphin-phi:2.7b-v2.6-q5_K_M,2 years ago
dolphin-phi,"2.7B uncensored Dolphin model by Eric Hartford, based on the Phi language model by Microsoft Research.",,2.7b,dolphin-phi:2.7b-v2.6-q6_K,2.3GB,2K,Text,ollama pull dolphin-phi:2.7b-v2.6-q6_K,2 years ago
dolphin-phi,"2.7B uncensored Dolphin model by Eric Hartford, based on the Phi language model by Microsoft Research.",,2.7b,dolphin-phi:2.7b-v2.6-q8_0,3.0GB,2K,Text,ollama pull dolphin-phi:2.7b-v2.6-q8_0,2 years ago
lfm2.5-thinking,LFM2.5 is a new family of hybrid models designed for on-device deployment.,tools,1.2b,lfm2.5-thinking:latest,731MB,125K,Text,ollama pull lfm2.5-thinking:latest,1 month ago
lfm2.5-thinking,LFM2.5 is a new family of hybrid models designed for on-device deployment.,tools,1.2b,lfm2.5-thinking:1.2b,731MB,125K,Text,ollama pull lfm2.5-thinking:1.2b,1 month ago
lfm2.5-thinking,LFM2.5 is a new family of hybrid models designed for on-device deployment.,tools,1.2b,lfm2.5-thinking:1.2b-q4_K_M,731MB,125K,Text,ollama pull lfm2.5-thinking:1.2b-q4_K_M,1 month ago
lfm2.5-thinking,LFM2.5 is a new family of hybrid models designed for on-device deployment.,tools,1.2b,lfm2.5-thinking:1.2b-q8_0,1.2GB,125K,Text,ollama pull lfm2.5-thinking:1.2b-q8_0,1 month ago
lfm2.5-thinking,LFM2.5 is a new family of hybrid models designed for on-device deployment.,tools,1.2b,lfm2.5-thinking:1.2b-bf16,2.3GB,125K,Text,ollama pull lfm2.5-thinking:1.2b-bf16,1 month ago
deepscaler,A fine-tuned version of Deepseek-R1-Distilled-Qwen-1.5B that surpasses the performance of OpenAI’s o1-preview with just 1.5B parameters on popular math evaluations.,,1.5b,deepscaler:latest,3.6GB,128K,Text,ollama pull deepscaler:latest,1 year ago
deepscaler,A fine-tuned version of Deepseek-R1-Distilled-Qwen-1.5B that surpasses the performance of OpenAI’s o1-preview with just 1.5B parameters on popular math evaluations.,,1.5b,deepscaler:1.5b,3.6GB,128K,Text,ollama pull deepscaler:1.5b,1 year ago
deepscaler,A fine-tuned version of Deepseek-R1-Distilled-Qwen-1.5B that surpasses the performance of OpenAI’s o1-preview with just 1.5B parameters on popular math evaluations.,,1.5b,deepscaler:1.5b-preview-q4_K_M,1.1GB,128K,Text,ollama pull deepscaler:1.5b-preview-q4_K_M,1 year ago
deepscaler,A fine-tuned version of Deepseek-R1-Distilled-Qwen-1.5B that surpasses the performance of OpenAI’s o1-preview with just 1.5B parameters on popular math evaluations.,,1.5b,deepscaler:1.5b-preview-q8_0,1.9GB,128K,Text,ollama pull deepscaler:1.5b-preview-q8_0,1 year ago
deepscaler,A fine-tuned version of Deepseek-R1-Distilled-Qwen-1.5B that surpasses the performance of OpenAI’s o1-preview with just 1.5B parameters on popular math evaluations.,,1.5b,deepscaler:1.5b-preview-fp16,3.6GB,128K,Text,ollama pull deepscaler:1.5b-preview-fp16,1 year ago
phi4-reasoning,Phi 4 reasoning and reasoning plus are 14-billion parameter open-weight reasoning models that rival much larger models on complex reasoning tasks.,,14b,phi4-reasoning:latest,11GB,32K,Text,ollama pull phi4-reasoning:latest,10 months ago
phi4-reasoning,Phi 4 reasoning and reasoning plus are 14-billion parameter open-weight reasoning models that rival much larger models on complex reasoning tasks.,,14b,phi4-reasoning:plus,11GB,32K,Text,ollama pull phi4-reasoning:plus,10 months ago
phi4-reasoning,Phi 4 reasoning and reasoning plus are 14-billion parameter open-weight reasoning models that rival much larger models on complex reasoning tasks.,,14b,phi4-reasoning:14b,11GB,32K,Text,ollama pull phi4-reasoning:14b,10 months ago
phi4-reasoning,Phi 4 reasoning and reasoning plus are 14-billion parameter open-weight reasoning models that rival much larger models on complex reasoning tasks.,,14b,phi4-reasoning:14b-plus-q4_K_M,11GB,32K,Text,ollama pull phi4-reasoning:14b-plus-q4_K_M,10 months ago
phi4-reasoning,Phi 4 reasoning and reasoning plus are 14-billion parameter open-weight reasoning models that rival much larger models on complex reasoning tasks.,,14b,phi4-reasoning:14b-plus-q8_0,17GB,32K,Text,ollama pull phi4-reasoning:14b-plus-q8_0,10 months ago
phi4-reasoning,Phi 4 reasoning and reasoning plus are 14-billion parameter open-weight reasoning models that rival much larger models on complex reasoning tasks.,,14b,phi4-reasoning:14b-plus-fp16,29GB,32K,Text,ollama pull phi4-reasoning:14b-plus-fp16,10 months ago
phi4-reasoning,Phi 4 reasoning and reasoning plus are 14-billion parameter open-weight reasoning models that rival much larger models on complex reasoning tasks.,,14b,phi4-reasoning:14b-q4_K_M,11GB,32K,Text,ollama pull phi4-reasoning:14b-q4_K_M,10 months ago
phi4-reasoning,Phi 4 reasoning and reasoning plus are 14-billion parameter open-weight reasoning models that rival much larger models on complex reasoning tasks.,,14b,phi4-reasoning:14b-q8_0,17GB,32K,Text,ollama pull phi4-reasoning:14b-q8_0,10 months ago
phi4-reasoning,Phi 4 reasoning and reasoning plus are 14-billion parameter open-weight reasoning models that rival much larger models on complex reasoning tasks.,,14b,phi4-reasoning:14b-fp16,29GB,32K,Text,ollama pull phi4-reasoning:14b-fp16,10 months ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:latest,3.8GB,16K,Text,ollama pull codellama:latest,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:code,3.8GB,16K,Text,ollama pull codellama:code,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:instruct,3.8GB,16K,Text,ollama pull codellama:instruct,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:python,3.8GB,16K,Text,ollama pull codellama:python,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b,3.8GB,16K,Text,ollama pull codellama:7b,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:13b,7.4GB,16K,Text,ollama pull codellama:13b,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:34b,19GB,16K,Text,ollama pull codellama:34b,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:70b,39GB,2K,Text,ollama pull codellama:70b,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-code,3.8GB,16K,Text,ollama pull codellama:7b-code,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-code-q2_K,2.8GB,16K,Text,ollama pull codellama:7b-code-q2_K,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-code-q3_K_S,2.9GB,16K,Text,ollama pull codellama:7b-code-q3_K_S,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-code-q3_K_M,3.3GB,16K,Text,ollama pull codellama:7b-code-q3_K_M,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-code-q3_K_L,3.6GB,16K,Text,ollama pull codellama:7b-code-q3_K_L,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-code-q4_0,3.8GB,16K,Text,ollama pull codellama:7b-code-q4_0,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-code-q4_1,4.2GB,16K,Text,ollama pull codellama:7b-code-q4_1,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-code-q4_K_S,3.9GB,16K,Text,ollama pull codellama:7b-code-q4_K_S,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-code-q4_K_M,4.1GB,16K,Text,ollama pull codellama:7b-code-q4_K_M,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-code-q5_0,4.7GB,16K,Text,ollama pull codellama:7b-code-q5_0,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-code-q5_1,5.1GB,16K,Text,ollama pull codellama:7b-code-q5_1,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-code-q5_K_S,4.7GB,16K,Text,ollama pull codellama:7b-code-q5_K_S,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-code-q5_K_M,4.8GB,16K,Text,ollama pull codellama:7b-code-q5_K_M,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-code-q6_K,5.5GB,16K,Text,ollama pull codellama:7b-code-q6_K,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-code-q8_0,7.2GB,16K,Text,ollama pull codellama:7b-code-q8_0,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-code-fp16,13GB,16K,Text,ollama pull codellama:7b-code-fp16,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-instruct,3.8GB,16K,Text,ollama pull codellama:7b-instruct,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-instruct-q2_K,2.8GB,16K,Text,ollama pull codellama:7b-instruct-q2_K,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-instruct-q3_K_S,2.9GB,16K,Text,ollama pull codellama:7b-instruct-q3_K_S,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-instruct-q3_K_M,3.3GB,16K,Text,ollama pull codellama:7b-instruct-q3_K_M,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-instruct-q3_K_L,3.6GB,16K,Text,ollama pull codellama:7b-instruct-q3_K_L,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-instruct-q4_0,3.8GB,16K,Text,ollama pull codellama:7b-instruct-q4_0,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-instruct-q4_1,4.2GB,16K,Text,ollama pull codellama:7b-instruct-q4_1,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-instruct-q4_K_S,3.9GB,16K,Text,ollama pull codellama:7b-instruct-q4_K_S,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-instruct-q4_K_M,4.1GB,16K,Text,ollama pull codellama:7b-instruct-q4_K_M,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-instruct-q5_0,4.7GB,16K,Text,ollama pull codellama:7b-instruct-q5_0,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-instruct-q5_1,5.1GB,16K,Text,ollama pull codellama:7b-instruct-q5_1,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-instruct-q5_K_S,4.7GB,16K,Text,ollama pull codellama:7b-instruct-q5_K_S,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-instruct-q5_K_M,4.8GB,16K,Text,ollama pull codellama:7b-instruct-q5_K_M,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-instruct-q6_K,5.5GB,16K,Text,ollama pull codellama:7b-instruct-q6_K,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-instruct-q8_0,7.2GB,16K,Text,ollama pull codellama:7b-instruct-q8_0,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-instruct-fp16,13GB,16K,Text,ollama pull codellama:7b-instruct-fp16,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-python,3.8GB,16K,Text,ollama pull codellama:7b-python,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-python-q2_K,2.8GB,16K,Text,ollama pull codellama:7b-python-q2_K,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-python-q3_K_S,2.9GB,16K,Text,ollama pull codellama:7b-python-q3_K_S,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-python-q3_K_M,3.3GB,16K,Text,ollama pull codellama:7b-python-q3_K_M,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-python-q3_K_L,3.6GB,16K,Text,ollama pull codellama:7b-python-q3_K_L,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-python-q4_0,3.8GB,16K,Text,ollama pull codellama:7b-python-q4_0,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-python-q4_1,4.2GB,16K,Text,ollama pull codellama:7b-python-q4_1,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-python-q4_K_S,3.9GB,16K,Text,ollama pull codellama:7b-python-q4_K_S,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-python-q4_K_M,4.1GB,16K,Text,ollama pull codellama:7b-python-q4_K_M,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-python-q5_0,4.7GB,16K,Text,ollama pull codellama:7b-python-q5_0,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-python-q5_1,5.1GB,16K,Text,ollama pull codellama:7b-python-q5_1,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-python-q5_K_S,4.7GB,16K,Text,ollama pull codellama:7b-python-q5_K_S,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-python-q5_K_M,4.8GB,16K,Text,ollama pull codellama:7b-python-q5_K_M,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-python-q6_K,5.5GB,16K,Text,ollama pull codellama:7b-python-q6_K,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-python-q8_0,7.2GB,16K,Text,ollama pull codellama:7b-python-q8_0,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:7b-python-fp16,13GB,16K,Text,ollama pull codellama:7b-python-fp16,2 years ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:13b-code,7.4GB,16K,Text,ollama pull codellama:13b-code,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:13b-code-q2_K,5.4GB,16K,Text,ollama pull codellama:13b-code-q2_K,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:13b-code-q3_K_S,5.7GB,16K,Text,ollama pull codellama:13b-code-q3_K_S,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:13b-code-q3_K_M,6.3GB,16K,Text,ollama pull codellama:13b-code-q3_K_M,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:13b-code-q3_K_L,6.9GB,16K,Text,ollama pull codellama:13b-code-q3_K_L,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:13b-code-q4_0,7.4GB,16K,Text,ollama pull codellama:13b-code-q4_0,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:13b-code-q4_1,8.2GB,16K,Text,ollama pull codellama:13b-code-q4_1,1 year ago
codellama,A large language model that can use text prompts to generate and discuss code.,,7b,codellama:13b-code-q4_K_S,7.4GB,16K,Text,ollama pull codellama:13b-code-q4_K_S,1 year ago
